Date,Open,High,Low,Close,Adj Close,Volume
2021-05-19,21.94108772277832,22.039274215698242,21.65407943725586,21.873111724853516,19.977413177490234,162369932
2021-05-20,21.91087532043457,22.432024002075195,21.835346221923828,22.386707305908203,20.44649887084961,108488825
2021-05-21,22.666162490844727,22.83987808227539,22.55286979675293,22.666162490844727,20.701732635498047,98754380
2021-05-24,22.696374893188477,22.779455184936523,22.454683303833008,22.469789505004883,20.52237892150879,63020282
2021-05-25,22.439577102661133,22.469789505004883,22.07703971862793,22.29607391357422,20.363719940185547,77290883
2021-05-26,22.280967712402344,22.386707305908203,22.190332412719727,22.3187313079834,20.38441276550293,43765747
2021-05-27,22.39426040649414,22.58308219909668,22.333837509155273,22.439577102661133,20.494783401489258,62823932
2021-05-28,22.439577102661133,22.439577102661133,22.18277931213379,22.228097915649414,20.301633834838867,54191320
2021-06-01,22.250755310058594,22.303625106811523,22.069486618041992,22.145015716552734,20.225751876831055,52162290
2021-06-02,22.12990951538086,22.386707305908203,22.016616821289062,22.36404800415039,20.425800323486328,53003692
2021-06-03,22.250755310058594,22.333837509155273,22.04682731628418,22.07703971862793,20.163667678833008,60788150
2021-06-04,22.084592819213867,22.16012191772461,22.04682731628418,22.107250213623047,20.191259384155273,45228105
2021-06-07,22.12990951538086,22.152568817138672,21.91087532043457,21.9637451171875,20.060192108154297,43812219
2021-06-08,21.925981521606445,21.933534622192383,21.69939613342285,21.88821792602539,19.991209030151367,81796720
2021-06-09,21.865558624267578,22.039274215698242,21.81268882751465,21.91087532043457,20.011903762817383,38698004
2021-06-10,21.91087532043457,22.122356414794922,21.903322219848633,22.039274215698242,20.129175186157227,46019327
2021-06-11,22.069486618041992,22.167673110961914,22.001510620117188,22.145015716552734,20.225751876831055,41163954
2021-06-14,22.07703971862793,22.114803314208984,21.873111724853516,21.971298217773438,20.06709098815918,36006312
2021-06-15,21.948640823364258,22.12990951538086,21.933534622192383,22.114803314208984,20.198158264160156,34705350
2021-06-16,22.114803314208984,22.16012191772461,21.895769119262695,21.948640823364258,20.046396255493164,40251454
2021-06-17,21.933534622192383,22.016616821289062,21.684289932250977,21.70694923400879,19.825651168823242,47283350
2021-06-18,21.62386703491211,21.72960662841797,21.457704544067383,21.638973236083984,19.763566970825195,86995009
2021-06-21,21.691843032836914,21.865558624267578,21.65407943725586,21.850452423095703,19.956716537475586,44495668
2021-06-22,21.85800552368164,21.903322219848633,21.72960662841797,21.737159729003906,19.85324478149414,41524215
2021-06-23,21.75226593017578,21.842899322509766,21.631420135498047,21.638973236083984,19.763566970825195,31479689
2021-06-24,21.684289932250977,21.7824764251709,21.608760833740234,21.744712829589844,19.86014175415039,47503266
2021-06-25,21.67673683166504,21.865558624267578,21.646526336669922,21.820241928100586,19.92912483215332,37039297
2021-06-28,21.835346221923828,21.835346221923828,21.714502334594727,21.737159729003906,19.85324478149414,35873515
2021-06-29,21.75226593017578,21.933534622192383,21.638973236083984,21.646526336669922,19.770465850830078,42715947
2021-06-30,21.646526336669922,21.797582626342773,21.638973236083984,21.737159729003906,19.85324478149414,43623814
2021-07-01,21.820241928100586,22.069486618041992,21.797582626342773,21.986404418945312,20.080888748168945,34947642
2021-07-02,21.986404418945312,22.167673110961914,21.978851318359375,22.07703971862793,20.163667678833008,37964376
2021-07-06,22.114803314208984,22.152568817138672,21.865558624267578,21.918428421020508,20.018802642822266,53233538
2021-07-07,21.925981521606445,21.956193923950195,21.797582626342773,21.850452423095703,19.956716537475586,44484282
2021-07-08,21.351964950561523,21.427492141723633,21.21601104736328,21.28398895263672,19.913246154785156,52985421
2021-07-09,21.33685874938965,21.555891036987305,21.32930564880371,21.4879150390625,20.10403823852539,45214865
2021-07-12,21.404834747314453,21.586103439331055,21.321752548217773,21.510574340820312,20.1252384185791,35588988
2021-07-13,21.510574340820312,21.616313934326172,21.314199447631836,21.351964950561523,19.976844787597656,38431218
2021-07-14,21.344411849975586,21.419940948486328,21.268882751464844,21.344411849975586,19.969778060913086,42322852
2021-07-15,21.32930564880371,21.525680541992188,21.3066463470459,21.472810745239258,20.089906692504883,36102832
2021-07-16,21.525680541992188,21.62386703491211,21.374622344970703,21.404834747314453,20.026308059692383,34673177
2021-07-19,21.231117248535156,21.29909324645996,20.77039337158203,20.989425659179688,19.63765525817871,76367393
2021-07-20,20.92900276184082,21.28398895263672,20.883686065673828,21.080059051513672,19.722450256347656,46026477
2021-07-21,21.208459854125977,21.374622344970703,21.03474235534668,21.072507858276367,19.71538543701172,40798133
2021-07-22,21.344411849975586,21.41238784790039,20.951662063598633,21.155588150024414,19.793115615844727,48904588
2021-07-23,21.125377655029297,21.3066463470459,21.102718353271484,21.261329650878906,19.892045974731445,40029948
2021-07-26,21.208459854125977,21.32930564880371,21.155588150024414,21.28398895263672,19.913246154785156,48400144
2021-07-27,21.155588150024414,21.450151443481445,21.057401657104492,21.29909324645996,19.927377700805664,45261337
2021-07-28,21.261329650878906,21.367069244384766,21.042295455932617,21.155588150024414,19.793115615844727,42069835
2021-07-29,21.291540145874023,21.4879150390625,21.231117248535156,21.367069244384766,19.99097442626953,42129018
2021-07-30,21.427492141723633,21.450151443481445,21.155588150024414,21.185800552368164,19.821380615234375,49652913
2021-08-02,21.32930564880371,21.563444137573242,21.17069435119629,21.231117248535156,19.863779067993164,43086667
2021-08-03,21.208459854125977,21.33685874938965,21.080059051513672,21.291540145874023,19.920310974121094,37982515
2021-08-04,21.178247451782227,21.238670349121094,21.004531860351562,21.03474235534668,19.680051803588867,38980149
2021-08-05,21.049848556518555,21.155588150024414,21.042295455932617,21.102718353271484,19.743648529052734,27837762
2021-08-06,21.080059051513672,21.21601104736328,21.080059051513672,21.11782455444336,19.757783889770508,30562686
