Date,Open,High,Low,Close,Volume,Adj Close,prevClose,change,pchange,finalpchange,interval,Numbers,prePred
2022-01-31,118.17,125.87,117.5,125.79,20346500,125.79,,,,,3mo,0,121.88
2022-02-01,124.81,128.0,122.97,127.22,15036100,127.22,125.79,1.43,0.01,1.14,3mo,1,121.39
2022-02-02,127.63,127.63,121.17,122.88,14050100,122.88,127.22,-4.34,-0.03,-3.41,3mo,2,120.9
2022-02-03,121.55,125.27,120.73,123.47,16651500,123.47,122.88,0.59,0.0,0.48,3mo,3,120.41
2022-02-04,121.27,123.94,119.66,122.22,13538200,122.22,123.47,-1.25,-0.01,-1.01,3mo,4,119.92
2022-02-07,116.1,116.55,113.6,114.82,28589200,114.82,122.22,-7.4,-0.06,-6.05,3mo,5,119.43
2022-02-08,118.16,122.24,116.8,121.9,22340500,121.9,114.82,7.08,0.06,6.17,3mo,6,118.94
2022-02-09,123.09,126.8,121.94,126.5,18253600,126.5,121.9,4.6,0.04,3.77,3mo,7,118.45
2022-02-10,124.11,128.34,123.4,123.98,16116600,123.98,126.5,-2.52,-0.02,-1.99,3mo,8,117.96
2022-02-11,125.33,126.72,121.94,122.25,13889900,122.25,123.98,-1.73,-0.01,-1.4,3mo,9,117.47
2022-02-14,120.56,122.38,119.37,121.92,13154900,121.92,122.25,-0.33,-0.0,-0.27,3mo,10,116.98
2022-02-15,123.77,126.81,123.38,126.24,14634700,126.24,121.92,4.32,0.04,3.54,3mo,11,116.49
2022-02-16,125.61,127.58,124.51,125.56,17993300,125.56,126.24,-0.68,-0.01,-0.54,3mo,12,116.0
2022-02-17,125.0,129.4,124.06,124.43,15906000,124.43,125.56,-1.13,-0.01,-0.9,3mo,13,115.51
2022-02-18,120.88,120.88,117.2,118.99,21201400,118.99,124.43,-5.44,-0.04,-4.37,3mo,14,115.02
2022-02-22,114.0,114.85,112.06,112.93,21755100,112.93,118.99,-6.06,-0.05,-5.09,3mo,15,114.53
2022-02-23,115.1,115.4,109.6,109.72,24489200,109.72,112.93,-3.21,-0.03,-2.84,3mo,16,114.04
2022-02-24,100.07,108.95,100.02,108.93,35294700,108.93,109.72,-0.79,-0.01,-0.72,3mo,17,113.55
2022-02-25,107.89,108.55,104.0,107.94,21428400,107.94,108.93,-0.99,-0.01,-0.91,3mo,18,113.06
2022-02-28,105.97,107.49,103.64,105.19,23063500,105.19,107.94,-2.75,-0.03,-2.55,3mo,19,112.57
