Date,Open,High,Low,Close,Volume,Adj Close,prevClose,change,pchange,finalpchange,interval,Numbers,prePred
2022-01-10,134.99,135.69,120.0,131.15,5512000,131.15,,,,,3mo,0,100.79
2022-01-11,130.1,136.8,127.39,130.3,2583100,130.3,131.15,-0.85,-0.01,-0.65,3mo,1,101.42
2022-01-12,130.0,131.32,126.45,128.06,1574500,128.06,130.3,-2.24,-0.02,-1.72,3mo,2,102.04
2022-01-13,128.5,130.5,121.69,122.48,2225300,122.48,128.06,-5.58,-0.04,-4.36,3mo,3,102.67
2022-01-14,120.15,122.3,112.02,116.65,3850500,116.65,122.48,-5.83,-0.05,-4.76,3mo,4,103.29
2022-01-18,113.11,113.75,104.4,108.91,3755600,108.91,116.65,-7.74,-0.07,-6.64,3mo,5,103.92
2022-01-19,110.01,113.05,104.41,106.57,2403600,106.57,108.91,-2.34,-0.02,-2.15,3mo,6,104.55
2022-01-20,107.9,115.2,101.6,102.67,2920100,102.67,106.57,-3.9,-0.04,-3.66,3mo,7,105.17
2022-01-21,101.0,110.21,92.72,106.36,5530000,106.36,102.67,3.69,0.04,3.59,3mo,8,105.8
2022-01-24,99.02,102.86,86.29,100.15,6259900,100.15,106.36,-6.21,-0.06,-5.84,3mo,9,106.42
2022-01-25,96.92,104.97,95.01,99.79,3574300,99.79,100.15,-0.36,-0.0,-0.36,3mo,10,107.05
2022-01-26,101.1,119.0,100.31,103.26,8332500,103.26,99.79,3.47,0.03,3.48,3mo,11,107.67
2022-01-27,104.14,107.0,92.89,93.52,3661100,93.52,103.26,-9.74,-0.09,-9.43,3mo,12,108.3
2022-01-28,95.4,98.0,87.61,97.91,4107600,97.91,93.52,4.39,0.05,4.69,3mo,13,108.92
2022-01-31,97.87,109.82,97.86,108.93,3499300,108.93,97.91,11.02,0.11,11.26,3mo,14,109.55
2022-02-01,113.01,116.65,108.26,112.6,3461900,112.6,108.93,3.67,0.03,3.37,3mo,15,110.18
2022-02-02,110.35,111.86,98.06,100.04,3279100,100.04,112.6,-12.56,-0.11,-11.15,3mo,16,110.8
2022-02-03,101.5,106.94,97.71,99.23,2677500,99.23,100.04,-0.81,-0.01,-0.81,3mo,17,111.43
2022-02-04,99.01,104.0,95.08,102.34,1906800,102.34,99.23,3.11,0.03,3.13,3mo,18,112.05
