ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1972-06-01,4.881817930983373,-13.560651701957033,21.627183725960982,4.881817930983373,4.881817930983373,-1.14355756715357,-1.14355756715357,-1.14355756715357,0.18468047078626854,0.18468047078626854,0.18468047078626854,-1.3282380379398386,-1.3282380379398386,-1.3282380379398386,0.0,0.0,0.0,3.738260363829803
1972-06-02,4.880714829501096,-14.353122772198109,21.372042524281614,4.880714829501096,4.880714829501096,-1.1963497649602617,-1.1963497649602617,-1.1963497649602617,0.1307734624191813,0.1307734624191813,0.1307734624191813,-1.3271232273794429,-1.3271232273794429,-1.3271232273794429,0.0,0.0,0.0,3.6843650645408337
1972-06-05,4.877405525054265,-13.867779885206337,21.71781894601228,4.877405525054265,4.877405525054265,-1.0889660803212438,-1.0889660803212438,-1.0889660803212438,0.1602352109910704,0.1602352109910704,0.1602352109910704,-1.249201291312314,-1.249201291312314,-1.249201291312314,0.0,0.0,0.0,3.7884394447330214
1972-06-06,4.876302423571988,-13.796769091983782,22.711020853076704,4.876302423571988,4.876302423571988,-1.0327351415438077,-1.0327351415438077,-1.0327351415438077,0.16829065119281855,0.16829065119281855,0.16829065119281855,-1.2010257927366261,-1.2010257927366261,-1.2010257927366261,0.0,0.0,0.0,3.8435672820281805
1972-06-07,4.875199322089712,-15.133766696417085,22.624574555020846,4.875199322089712,4.875199322089712,-0.9430733063655732,-0.9430733063655732,-0.9430733063655732,0.20045310381193843,0.20045310381193843,0.20045310381193843,-1.1435264101775116,-1.1435264101775116,-1.1435264101775116,0.0,0.0,0.0,3.9321260157241387
1972-06-08,4.874096220607434,-12.85648517564065,22.88502445091412,4.874096220607434,4.874096220607434,-0.8933093806589086,-0.8933093806589086,-0.8933093806589086,0.18468047078625516,0.18468047078625516,0.18468047078625516,-1.0779898514451638,-1.0779898514451638,-1.0779898514451638,0.0,0.0,0.0,3.9807868399485256
1972-06-09,4.872993119125157,-14.570149690467018,21.618922210837425,4.872993119125157,4.872993119125157,-0.8750378350508977,-0.8750378350508977,-0.8750378350508977,0.13077346241914622,0.13077346241914622,0.13077346241914622,-1.005811297470044,-1.005811297470044,-1.005811297470044,0.0,0.0,0.0,3.9979552840742594
1972-06-12,4.869683814678327,-13.963066007883887,21.345917203460214,4.869683814678327,4.869683814678327,-0.6041058530605152,-0.6041058530605152,-0.6041058530605152,0.1602352109910522,0.1602352109910522,0.1602352109910522,-0.7643410640515675,-0.7643410640515675,-0.7643410640515675,0.0,0.0,0.0,4.2655779616178116
1972-06-13,4.86858071319605,-12.759019541913075,22.319459717021264,4.86858071319605,4.86858071319605,-0.5123119855722537,-0.5123119855722537,-0.5123119855722537,0.1682906511928398,0.1682906511928398,0.1682906511928398,-0.6806026367650935,-0.6806026367650935,-0.6806026367650935,0.0,0.0,0.0,4.356268727623797
1972-06-14,4.867477611713774,-13.099199212223851,22.59221177443619,4.867477611713774,4.867477611713774,-0.3972479492348723,-0.3972479492348723,-0.3972479492348723,0.20045310381193568,0.20045310381193568,0.20045310381193568,-0.597701053046808,-0.597701053046808,-0.597701053046808,0.0,0.0,0.0,4.470229662478902
1972-06-15,4.866374510231497,-13.593685719508137,22.443171008433712,4.866374510231497,4.866374510231497,-0.3323233504829322,-0.3323233504829322,-0.3323233504829322,0.184680470786264,0.184680470786264,0.184680470786264,-0.5170038212691962,-0.5170038212691962,-0.5170038212691962,0.0,0.0,0.0,4.534051159748564
1972-06-16,4.865271408749219,-13.630014934973932,23.61756081090064,4.865271408749219,4.865271408749219,-0.3089915293071685,-0.3089915293071685,-0.3089915293071685,0.13077346241913876,0.13077346241913876,0.13077346241913876,-0.43976499172630723,-0.43976499172630723,-0.43976499172630723,0.0,0.0,0.0,4.556279879442051
1972-06-19,4.861962104302389,-13.943634778358081,23.884208094492042,4.861962104302389,4.861962104302389,-0.07890183592818241,-0.07890183592818241,-0.07890183592818241,0.16023521099103394,0.16023521099103394,0.16023521099103394,-0.23913704691921636,-0.23913704691921636,-0.23913704691921636,0.0,0.0,0.0,4.783060268374206
1972-06-20,4.860859002820113,-13.98511528578459,22.91307499288195,4.860859002820113,4.860859002820113,-0.01691640739722471,-0.01691640739722471,-0.01691640739722471,0.1682906511928357,0.1682906511928357,0.1682906511928357,-0.18520705859006045,-0.18520705859006045,-0.18520705859006045,0.0,0.0,0.0,4.843942595422888
1972-06-21,4.859755901337835,-13.093054153184468,23.074144218751325,4.859755901337835,4.859755901337835,0.061885712661262526,0.061885712661262526,0.061885712661262526,0.2004531038119368,0.2004531038119368,0.2004531038119368,-0.13856739115067426,-0.13856739115067426,-0.13856739115067426,0.0,0.0,0.0,4.921641613999098
1972-06-22,4.858652799855558,-13.488333066540639,23.168686377525468,4.858652799855558,4.858652799855558,0.08526833881758192,0.08526833881758192,0.08526833881758192,0.18468047078625516,0.18468047078625516,0.18468047078625516,-0.09941213196867327,-0.09941213196867327,-0.09941213196867327,0.0,0.0,0.0,4.94392113867314
1972-06-23,4.8575496983732815,-12.739871559499102,23.76668909306599,4.8575496983732815,4.8575496983732815,0.06303394765090628,0.06303394765090628,0.06303394765090628,0.13077346241913132,0.13077346241913132,0.13077346241913132,-0.06773951476822503,-0.06773951476822503,-0.06773951476822503,0.0,0.0,0.0,4.920583646024188
