Date,Open,High,Low,Close,Volume,Adj Close,prevClose,change,pchange,finalpchange,interval,Numbers,prePred
2021-10-07,42.52,42.96,42.21,42.74,19778300,42.05,,,,,6mo,0,47.85
2021-10-08,42.73,42.91,42.34,42.45,12778600,41.76,42.05,-0.29,-0.01,-0.68,6mo,1,47.9
2021-10-11,42.45,42.62,42.01,42.06,11984200,41.38,41.76,-0.38,-0.01,-0.92,6mo,2,47.95
2021-10-12,42.16,42.21,41.66,41.85,16222300,41.17,41.38,-0.21,-0.0,-0.5,6mo,3,48.0
2021-10-13,41.75,41.91,40.94,41.42,28205700,40.75,41.17,-0.42,-0.01,-1.03,6mo,4,48.05
2021-10-14,41.56,41.96,41.52,41.67,17590300,41.0,40.75,0.25,0.01,0.6,6mo,5,48.1
2021-10-15,41.9,42.03,41.38,41.49,23550300,40.82,41.0,-0.18,-0.0,-0.43,6mo,6,48.15
2021-10-18,41.45,41.7,41.04,41.32,21733000,40.65,40.82,-0.17,-0.0,-0.41,6mo,7,48.2
2021-10-19,41.6,42.2,41.54,42.09,17159800,41.41,40.65,0.76,0.02,1.86,6mo,8,48.25
2021-10-20,42.12,43.11,42.1,42.8,22788300,42.11,41.41,0.7,0.02,1.69,6mo,9,48.3
2021-10-21,43.06,43.09,42.43,42.86,22142300,42.17,42.11,0.06,0.0,0.14,6mo,10,48.35
2021-10-22,42.82,43.19,42.63,43.16,17183000,42.46,42.17,0.3,0.01,0.7,6mo,11,48.4
2021-10-25,43.2,43.24,42.57,43.15,22846200,42.45,42.46,-0.01,-0.0,-0.02,6mo,12,48.45
2021-10-26,43.33,43.76,42.92,43.56,29729100,42.86,42.45,0.4,0.01,0.95,6mo,13,48.5
2021-10-27,43.46,43.56,42.68,42.97,22317500,42.27,42.86,-0.58,-0.01,-1.35,6mo,14,48.56
2021-10-28,42.95,43.67,42.94,43.18,18023400,42.48,42.27,0.21,0.0,0.49,6mo,15,48.61
2021-10-29,43.09,43.83,42.86,43.74,30307500,43.03,42.48,0.55,0.01,1.3,6mo,16,48.66
2021-11-01,44.14,44.29,43.44,43.64,32681500,42.93,43.03,-0.1,-0.0,-0.23,6mo,17,48.71
2021-11-02,45.08,46.04,43.05,45.45,69248000,44.71,42.93,1.78,0.04,4.15,6mo,18,48.76
2021-11-03,45.52,45.99,44.48,44.82,44593100,44.09,44.71,-0.62,-0.01,-1.39,6mo,19,48.81
2021-11-04,44.29,44.47,43.31,43.85,38172500,43.52,44.09,-0.58,-0.01,-1.31,6mo,20,48.86
2021-11-05,48.09,48.81,46.55,48.61,173959100,48.24,43.52,4.72,0.11,10.86,6mo,21,48.91
2021-11-08,48.61,48.79,47.6,48.33,57423300,47.97,48.24,-0.28,-0.01,-0.58,6mo,22,48.96
2021-11-09,48.33,48.38,47.15,47.3,29920400,46.94,47.97,-1.02,-0.02,-2.13,6mo,23,49.01
2021-11-10,47.4,49.21,47.4,49.02,42696200,48.65,46.94,1.71,0.04,3.64,6mo,24,49.06
2021-11-11,49.23,50.5,48.73,50.18,42370400,49.8,48.65,1.15,0.02,2.37,6mo,25,49.11
2021-11-12,50.42,50.49,49.57,49.73,27780600,49.35,49.8,-0.45,-0.01,-0.9,6mo,26,49.16
2021-11-15,49.73,50.1,49.37,49.65,27763200,49.28,49.35,-0.08,-0.0,-0.16,6mo,27,49.21
2021-11-16,49.47,50.16,48.89,49.6,31297200,49.23,49.28,-0.05,-0.0,-0.1,6mo,28,49.26
2021-11-17,49.94,51.09,49.69,50.87,36889800,50.49,49.23,1.26,0.03,2.56,6mo,29,49.31
2021-11-18,51.1,51.71,50.61,51.41,32872600,51.02,50.49,0.54,0.01,1.06,6mo,30,49.36
2021-11-19,51.96,52.84,50.68,50.8,47966200,50.42,51.02,-0.61,-0.01,-1.19,6mo,31,49.41
2021-11-22,50.95,51.47,50.38,51.2,27287900,50.81,50.42,0.4,0.01,0.79,6mo,32,49.46
2021-11-23,50.58,51.45,50.3,51.08,24946200,50.69,50.81,-0.12,-0.0,-0.23,6mo,33,49.51
2021-11-24,51.18,51.33,50.71,50.89,18556800,50.51,50.69,-0.19,-0.0,-0.37,6mo,34,49.56
