Date,Open,High,Low,Close,Adj Close,Volume
2021-05-19,230.22999572753906,230.6199951171875,228.17999267578125,230.14999389648438,225.13043212890625,2967000
2021-05-20,230.72000122070312,234.02000427246094,230.55999755859375,232.17999267578125,227.11614990234375,1890200
2021-05-21,232.4199981689453,233.39999389648438,230.30999755859375,231.24000549316406,226.19668579101562,2601100
2021-05-24,231.52000427246094,232.64999389648438,231.02000427246094,231.91000366210938,226.85206604003906,1823300
2021-05-25,232.1699981689453,232.77000427246094,230.7100067138672,232.13999938964844,227.07705688476562,2681900
2021-05-26,233.7899932861328,233.7899932861328,232.16000366210938,232.35000610351562,227.282470703125,1564200
2021-05-27,233.00999450683594,235.0800018310547,232.39999389648438,234.86000061035156,229.73773193359375,5242900
2021-05-28,234.1300048828125,234.41000366210938,232.4499969482422,233.88999938964844,230.05247497558594,2853600
2021-06-01,235.97999572753906,235.99000549316406,232.74000549316406,233.24000549316406,229.41314697265625,2574300
2021-06-02,233.97000122070312,234.3300018310547,232.80999755859375,233.77999877929688,229.94427490234375,3172000
2021-06-03,232.57000732421875,232.75999450683594,230.14999389648438,232.4499969482422,228.63609313964844,3249400
2021-06-04,233.44000244140625,233.8000030517578,232.07000732421875,233.3800048828125,229.55084228515625,1615200
2021-06-07,234.0,234.07000732421875,231.16000366210938,231.69000244140625,227.88858032226562,1877000
2021-06-08,231.5,233.97999572753906,231.33999633789062,232.63999938964844,228.82296752929688,2106200
2021-06-09,232.97999572753906,234.32000732421875,231.4499969482422,231.47000122070312,227.6721649169922,1982200
2021-06-10,232.0500030517578,234.89999389648438,231.92999267578125,234.58999633789062,230.740966796875,2534000
2021-06-11,235.0,237.5,234.7100067138672,236.92999267578125,233.04258728027344,2654300
2021-06-14,237.17999267578125,237.77000427246094,234.80999755859375,236.97999572753906,233.09176635742188,1836800
2021-06-15,237.52999877929688,237.80999755859375,235.66000366210938,236.35000610351562,232.4721221923828,1948300
2021-06-16,237.2100067138672,237.27999877929688,233.77999877929688,235.5800018310547,231.71473693847656,2951700
2021-06-17,235.0800018310547,236.27000427246094,233.27999877929688,233.8800048828125,230.0426483154297,1895600
2021-06-18,231.47000122070312,232.88999938964844,228.82000732421875,229.6199951171875,225.85252380371094,4408200
2021-06-21,230.6300048828125,233.22999572753906,229.47000122070312,232.89999389648438,229.07870483398438,2193000
2021-06-22,233.49000549316406,234.86000061035156,232.42999267578125,233.8800048828125,230.0426483154297,1758300
2021-06-23,233.3000030517578,234.4499969482422,232.6999969482422,233.24000549316406,229.41314697265625,1701500
2021-06-24,234.10000610351562,235.16000366210938,232.74000549316406,233.3300018310547,229.5016632080078,1839800
2021-06-25,232.74000549316406,233.41000366210938,232.33999633789062,232.4199981689453,228.60658264160156,3000100
2021-06-28,232.6699981689453,232.75,230.00999450683594,231.08999633789062,227.29840087890625,2901700
2021-06-29,231.52999877929688,231.7100067138672,230.0500030517578,230.3699951171875,226.59022521972656,1932100
2021-06-30,230.9199981689453,232.25,230.60000610351562,230.99000549316406,227.20004272460938,2450700
2021-07-01,231.41000366210938,232.39999389648438,230.75,232.27000427246094,228.4590606689453,2210500
2021-07-02,233.0800018310547,234.11000061035156,232.44000244140625,233.6300048828125,229.79673767089844,1851500
2021-07-06,233.66000366210938,233.89999389648438,231.0,232.75,228.93116760253906,1762700
2021-07-07,231.9199981689453,234.99000549316406,231.72000122070312,234.6300048828125,230.78033447265625,2069400
2021-07-08,232.9499969482422,233.8300018310547,231.94000244140625,232.83999633789062,229.0196990966797,1932600
2021-07-09,234.07000732421875,236.22999572753906,233.05999755859375,235.67999267578125,231.81309509277344,2560500
2021-07-12,234.58999633789062,236.24000549316406,234.5,235.61000061035156,231.74424743652344,2158600
2021-07-13,235.66000366210938,237.47000122070312,235.1999969482422,236.1699981689453,232.29505920410156,1884600
2021-07-14,237.02999877929688,239.0500030517578,236.63999938964844,237.1300048828125,233.23931884765625,1993200
2021-07-15,236.58999633789062,237.38999938964844,234.9199981689453,236.8800048828125,232.993408203125,2165800
2021-07-16,237.7899932861328,237.8800048828125,234.3800048828125,234.75,230.89834594726562,1680900
2021-07-19,232.50999450683594,233.32000732421875,226.4199981689453,229.25999450683594,225.49842834472656,3774900
