,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2014-01-03,21.955420966424644,11.815627446890515,29.161888953347,21.955420966424644,21.955420966424644,-1.6080553912315774,-1.6080553912315774,-1.6080553912315774,0.6427043268639454,0.6427043268639454,0.6427043268639454,-2.250759718095523,-2.250759718095523,-2.250759718095523,0.0,0.0,0.0,20.347365575193066
11,2014-01-06,21.98909676935583,11.60809962391451,28.82579070543557,21.98909676935583,21.98909676935583,-1.894846691410859,-1.894846691410859,-1.894846691410859,0.5494574238221038,0.5494574238221038,0.5494574238221038,-2.444304115232963,-2.444304115232963,-2.444304115232963,0.0,0.0,0.0,20.09425007794497
12,2014-01-07,22.00032203699956,11.837203002886746,28.84925301871976,22.00032203699956,22.00032203699956,-1.8933838714421303,-1.8933838714421303,-1.8933838714421303,0.6187259806914489,0.6187259806914489,0.6187259806914489,-2.512109852133579,-2.512109852133579,-2.512109852133579,0.0,0.0,0.0,20.10693816555743
13,2014-01-08,22.011547304643283,10.988723105032658,28.14701283424746,22.011547304643283,22.011547304643283,-1.960934065731978,-1.960934065731978,-1.960934065731978,0.6190339828336321,0.6190339828336321,0.6190339828336321,-2.5799680485656102,-2.5799680485656102,-2.5799680485656102,0.0,0.0,0.0,20.050613238911303
14,2014-01-09,22.022772572287014,11.399046697793576,29.052947226745122,22.022772572287014,22.022772572287014,-2.084594712116297,-2.084594712116297,-2.084594712116297,0.5622922683086383,0.5622922683086383,0.5622922683086383,-2.6468869804249353,-2.6468869804249353,-2.6468869804249353,0.0,0.0,0.0,19.93817786017072
15,2014-01-10,22.03399783993074,11.712180813870848,28.507798898592636,22.03399783993074,22.03399783993074,-2.06918330799221,-2.06918330799221,-2.06918330799221,0.642704326864087,0.642704326864087,0.642704326864087,-2.711887634856297,-2.711887634856297,-2.711887634856297,0.0,0.0,0.0,19.96481453193853
16,2014-01-13,22.067673642861926,11.14520189634641,27.930827345737622,22.067673642861926,22.067673642861926,-2.3368444810796407,-2.3368444810796407,-2.3368444810796407,0.5494574238236397,0.5494574238236397,0.5494574238236397,-2.8863019049032803,-2.8863019049032803,-2.8863019049032803,0.0,0.0,0.0,19.730829161782285
17,2014-01-14,22.078898910505657,11.58413539036947,29.041058829840715,22.078898910505657,22.078898910505657,-2.316219229218147,-2.316219229218147,-2.316219229218147,0.6187259806908312,0.6187259806908312,0.6187259806908312,-2.9349452099089777,-2.9349452099089777,-2.9349452099089777,0.0,0.0,0.0,19.76267968128751
18,2014-01-15,22.09012417814938,11.373701734975288,28.39495676431632,22.09012417814938,22.09012417814938,-2.3587539482109503,-2.3587539482109503,-2.3587539482109503,0.6190339828335234,0.6190339828335234,0.6190339828335234,-2.977787931044474,-2.977787931044474,-2.977787931044474,0.0,0.0,0.0,19.73137022993843
19,2014-01-16,22.10134944579311,10.760589901483668,28.271217359995973,22.10134944579311,22.10134944579311,-2.4520942069149885,-2.4520942069149885,-2.4520942069149885,0.5622922683092003,0.5622922683092003,0.5622922683092003,-3.0143864752241885,-3.0143864752241885,-3.0143864752241885,0.0,0.0,0.0,19.649255238878123
20,2014-01-17,22.11257471343684,11.12315791241412,28.621221979288237,22.11257471343684,22.11257471343684,-2.4017319547387466,-2.4017319547387466,-2.4017319547387466,0.6427043268641104,0.6427043268641104,0.6427043268641104,-3.0444362816028567,-3.0444362816028567,-3.0444362816028567,0.0,0.0,0.0,19.710842758698092
21,2014-01-21,22.157475784011755,11.308075334201302,28.26490568934444,22.157475784011755,22.157475784011755,-2.479324843384239,-2.479324843384239,-2.479324843384239,0.6187259806912552,0.6187259806912552,0.6187259806912552,-3.0980508240754943,-3.0980508240754943,-3.0980508240754943,0.0,0.0,0.0,19.678150940627518
22,2014-01-22,22.16870105165548,10.874420599073412,27.884737136933495,22.16870105165548,22.16870105165548,-2.476696310399636,-2.476696310399636,-2.476696310399636,0.6190339828333398,0.6190339828333398,0.6190339828333398,-3.0957302932329758,-3.0957302932329758,-3.0957302932329758,0.0,0.0,0.0,19.692004741255843
23,2014-01-23,22.17992631929921,11.844246434651927,28.328915476421834,22.17992631929921,22.17992631929921,-2.5256228929163496,-2.5256228929163496,-2.5256228929163496,0.5622922683097623,0.5622922683097623,0.5622922683097623,-3.0879151612261118,-3.0879151612261118,-3.0879151612261118,0.0,0.0,0.0,19.65430342638286
24,2014-01-24,22.191151586942937,11.003247439995054,27.783741921524474,22.191151586942937,22.191151586942937,-2.432471891520501,-2.432471891520501,-2.432471891520501,0.6427043268626933,0.6427043268626933,0.6427043268626933,-3.0751762183831945,-3.0751762183831945,-3.0751762183831945,0.0,0.0,0.0,19.758679695422437
25,2014-01-27,22.22482738987412,10.872319970761897,28.520136781194562,22.22482738987412,22.22482738987412,-2.464588998900821,-2.464588998900821,-2.464588998900821,0.5494574238235437,0.5494574238235437,0.5494574238235437,-3.0140464227243653,-3.0140464227243653,-3.0140464227243653,0.0,0.0,0.0,19.7602383909733
26,2014-01-28,22.23605265751785,11.130321066609227,28.70940110417028,22.23605265751785,22.23605265751785,-2.369672973928481,-2.369672973928481,-2.369672973928481,0.6187259806927317,0.6187259806927317,0.6187259806927317,-2.988398954621213,-2.988398954621213,-2.988398954621213,0.0,0.0,0.0,19.86637968358937
27,2014-01-29,22.247277925161576,10.848274263945024,28.738981036114165,22.247277925161576,22.247277925161576,-2.342266721112026,-2.342266721112026,-2.342266721112026,0.619033982833561,0.619033982833561,0.619033982833561,-2.961300703945587,-2.961300703945587,-2.961300703945587,0.0,0.0,0.0,19.90501120404955
28,2014-01-30,22.258503192805307,11.586108988768643,28.216284795278057,22.258503192805307,22.258503192805307,-2.371125852529122,-2.371125852529122,-2.371125852529122,0.5622922683103243,0.5622922683103243,0.5622922683103243,-2.933418120839446,-2.933418120839446,-2.933418120839446,0.0,0.0,0.0,19.887377340276185
29,2014-01-31,22.269728460449034,11.609706653144789,28.832979892866,22.269728460449034,22.269728460449034,-2.2626559943743834,-2.2626559943743834,-2.2626559943743834,0.6427043268642756,0.6427043268642756,0.6427043268642756,-2.905360321238659,-2.905360321238659,-2.905360321238659,0.0,0.0,0.0,20.00707246607465
30,2014-02-03,22.30340426338022,11.84464986449577,28.024631731629903,22.30340426338022,22.30340426338022,-2.2755662622253494,-2.2755662622253494,-2.2755662622253494,0.549457423823386,0.549457423823386,0.549457423823386,-2.825023686048736,-2.825023686048736,-2.825023686048736,0.0,0.0,0.0,20.02783800115487
31,2014-02-04,22.314629531023947,11.804290836804778,28.467888498003987,22.314629531023947,22.314629531023947,-2.1819379882071868,-2.1819379882071868,-2.1819379882071868,0.6187259806921137,0.6187259806921137,0.6187259806921137,-2.8006639688993005,-2.8006639688993005,-2.8006639688993005,0.0,0.0,0.0,20.132691542816758
32,2014-02-05,22.325854798667674,11.15397782867914,28.736646589746613,22.325854798667674,22.325854798667674,-2.158776476034269,-2.158776476034269,-2.158776476034269,0.6190339828334525,0.6190339828334525,0.6190339828334525,-2.7778104588677213,-2.7778104588677213,-2.7778104588677213,0.0,0.0,0.0,20.167078322633404
33,2014-02-06,22.337080066311405,11.675928710242985,29.07066818029819,22.337080066311405,22.337080066311405,-2.1941772061189035,-2.1941772061189035,-2.1941772061189035,0.5622922683090824,0.5622922683090824,0.5622922683090824,-2.756469474427986,-2.756469474427986,-2.756469474427986,0.0,0.0,0.0,20.1429028601925
34,2014-02-07,22.348305333955132,11.983210788175038,28.99948564829953,22.348305333955132,22.348305333955132,-2.0938302414760903,-2.0938302414760903,-2.0938302414760903,0.6427043268628583,0.6427043268628583,0.6427043268628583,-2.7365345683389486,-2.7365345683389486,-2.7365345683389486,0.0,0.0,0.0,20.25447509247904
35,2014-02-10,22.381981136886314,11.63497615482317,28.324489800382775,22.381981136886314,22.381981136886314,-2.133099352672563,-2.133099352672563,-2.133099352672563,0.5494574238249217,0.5494574238249217,0.5494574238249217,-2.6825567764974845,-2.6825567764974845,-2.6825567764974845,0.0,0.0,0.0,20.24888178421375
36,2014-02-11,22.393206404530044,11.683969466982642,28.732818601461908,22.393206404530044,22.393206404530044,-2.0464733803515647,-2.0464733803515647,-2.0464733803515647,0.6187259806925379,0.6187259806925379,0.6187259806925379,-2.6651993610441025,-2.6651993610441025,-2.6651993610441025,0.0,0.0,0.0,20.34673302417848
37,2014-02-12,22.40443167217377,11.560228395482714,28.436117816988027,22.40443167217377,22.40443167217377,-2.0283044936792134,-2.0283044936792134,-2.0283044936792134,0.6190339828334713,0.6190339828334713,0.6190339828334713,-2.647338476512685,-2.647338476512685,-2.647338476512685,0.0,0.0,0.0,20.376127178494556
38,2014-02-13,22.415656939817502,11.865544234617454,29.171700763501818,22.415656939817502,22.415656939817502,-2.0661251197101866,-2.0661251197101866,-2.0661251197101866,0.5622922683103315,0.5622922683103315,0.5622922683103315,-2.628417388020518,-2.628417388020518,-2.628417388020518,0.0,0.0,0.0,20.349531820107316
39,2014-02-14,22.42688220746123,12.17736960206658,29.112218214574558,22.42688220746123,22.42688220746123,-1.9651591077605008,-1.9651591077605008,-1.9651591077605008,0.6427043268658812,0.6427043268658812,0.6427043268658812,-2.607863434626382,-2.607863434626382,-2.607863434626382,0.0,0.0,0.0,20.461723099700727
40,2014-02-18,22.471783278036142,12.225012565518387,29.51483673481271,22.471783278036142,22.471783278036142,-1.8796923712877904,-1.8796923712877904,-1.8796923712877904,0.61872598069192,0.61872598069192,0.61872598069192,-2.4984183519797107,-2.4984183519797107,-2.4984183519797107,0.0,0.0,0.0,20.59209090674835
41,2014-02-19,22.483008545679873,11.627875321376285,29.1921379391092,22.483008545679873,22.483008545679873,-1.8428928563265388,-1.8428928563265388,-1.8428928563265388,0.6190339828334902,0.6190339828334902,0.6190339828334902,-2.461926839160029,-2.461926839160029,-2.461926839160029,0.0,0.0,0.0,20.640115689353333
42,2014-02-20,22.494233813323596,12.154039974674745,29.54141041799396,22.494233813323596,22.494233813323596,-1.8588163197227576,-1.8588163197227576,-1.8588163197227576,0.5622922683102064,0.5622922683102064,0.5622922683102064,-2.421108588032964,-2.421108588032964,-2.421108588032964,0.0,0.0,0.0,20.63541749360084
43,2014-02-21,22.505459080967327,12.698744056698493,29.14567491341338,22.505459080967327,22.505459080967327,-1.7330871045997664,-1.7330871045997664,-1.7330871045997664,0.6427043268674635,0.6427043268674635,0.6427043268674635,-2.37579143146723,-2.37579143146723,-2.37579143146723,0.0,0.0,0.0,20.77237197636756
44,2014-02-24,22.53913488389851,12.427119019573622,29.109101488692875,22.53913488389851,22.53913488389851,-1.6633363080374897,-1.6633363080374897,-1.6633363080374897,0.5494574238248255,0.5494574238248255,0.5494574238248255,-2.212793731862315,-2.212793731862315,-2.212793731862315,0.0,0.0,0.0,20.87579857586102
45,2014-02-25,22.55036015154224,12.82248554117136,29.832364391432275,22.55036015154224,22.55036015154224,-1.5312765699861426,-1.5312765699861426,-1.5312765699861426,0.618725980692354,0.618725980692354,0.618725980692354,-2.1500025506784963,-2.1500025506784963,-2.1500025506784963,0.0,0.0,0.0,21.019083581556096
46,2014-02-26,22.56158541918597,13.078615788321821,30.403395471176424,22.56158541918597,22.56158541918597,-1.4645070830639648,-1.4645070830639648,-1.4645070830639648,0.6190339828335093,0.6190339828335093,0.6190339828335093,-2.0835410658974745,-2.0835410658974745,-2.0835410658974745,0.0,0.0,0.0,21.097078336122006
47,2014-02-27,22.572810686829694,12.4336402259248,29.972029171746776,22.572810686829694,22.572810686829694,-1.4516076735459353,-1.4516076735459353,-1.4516076735459353,0.5622922683089643,0.5622922683089643,0.5622922683089643,-2.0138999418548997,-2.0138999418548997,-2.0138999418548997,0.0,0.0,0.0,21.121203013283758
48,2014-02-28,22.584035954473425,12.027092945744538,29.9150664933411,22.584035954473425,22.584035954473425,-1.2989546352003998,-1.2989546352003998,-1.2989546352003998,0.6427043268660464,0.6427043268660464,0.6427043268660464,-1.9416589620664462,-1.9416589620664462,-1.9416589620664462,0.0,0.0,0.0,21.285081319273026
49,2014-03-03,22.61771175740461,12.669568217646066,29.839830098294318,22.61771175740461,22.61771175740461,-1.1667094554858182,-1.1667094554858182,-1.1667094554858182,0.5494574238215006,0.5494574238215006,0.5494574238215006,-1.7161668793073188,-1.7161668793073188,-1.7161668793073188,0.0,0.0,0.0,21.45100230191879
50,2014-03-04,22.628937025048337,13.058098523302037,30.4362777516802,22.628937025048337,22.628937025048337,-1.0218554845824022,-1.0218554845824022,-1.0218554845824022,0.6187259806917264,0.6187259806917264,0.6187259806917264,-1.6405814652741284,-1.6405814652741284,-1.6405814652741284,0.0,0.0,0.0,21.607081540465934
51,2014-03-05,22.640162292692068,13.157267884531088,30.382842870596928,22.640162292692068,22.640162292692068,-0.947049429004411,-0.947049429004411,-0.947049429004411,0.6190339828334004,0.6190339828334004,0.6190339828334004,-1.5660834118378115,-1.5660834118378115,-1.5660834118378115,0.0,0.0,0.0,21.693112863687656
52,2014-03-06,22.65138756033579,13.576513554728425,30.387770569978635,22.65138756033579,22.65138756033579,-0.9311469533461197,-0.9311469533461197,-0.9311469533461197,0.5622922683102136,0.5622922683102136,0.5622922683102136,-1.4934392216563335,-1.4934392216563335,-1.4934392216563335,0.0,0.0,0.0,21.720240606989673
53,2014-03-07,22.662612827979522,13.678537607660449,30.42724225001586,22.662612827979522,22.662612827979522,-0.7806760837603799,-0.7806760837603799,-0.7806760837603799,0.6427043268646291,0.6427043268646291,0.6427043268646291,-1.423380410625009,-1.423380410625009,-1.423380410625009,0.0,0.0,0.0,21.881936744219143
54,2014-03-10,22.696288630910708,12.887675755850102,30.298718981783516,22.696288630910708,22.696288630910708,-0.6856840049285107,-0.6856840049285107,-0.6856840049285107,0.5494574238181757,0.5494574238181757,0.5494574238181757,-1.2351414287466864,-1.2351414287466864,-1.2351414287466864,0.0,0.0,0.0,22.010604625982197
55,2014-03-11,22.707513898554435,13.171750046669253,30.525269354064974,22.707513898554435,22.707513898554435,-0.5627218957238662,-0.5627218957238662,-0.5627218957238662,0.6187259806921603,0.6187259806921603,0.6187259806921603,-1.1814478764160266,-1.1814478764160266,-1.1814478764160266,0.0,0.0,0.0,22.14479200283057
56,2014-03-12,22.718739166198162,14.150116983824528,30.386069249940384,22.718739166198162,22.718739166198162,-0.5138747477204753,-0.5138747477204753,-0.5138747477204753,0.6190339828334194,0.6190339828334194,0.6190339828334194,-1.1329087305538947,-1.1329087305538947,-1.1329087305538947,0.0,0.0,0.0,22.204864418477687
57,2014-03-13,22.72996443384189,13.565424917804393,30.609064872558875,22.72996443384189,22.72996443384189,-0.5274461855688009,-0.5274461855688009,-0.5274461855688009,0.5622922683089715,0.5622922683089715,0.5622922683089715,-1.0897384538777724,-1.0897384538777724,-1.0897384538777724,0.0,0.0,0.0,22.202518248273087
58,2014-03-14,22.74118970148562,13.681454645726475,30.846254998929535,22.74118970148562,22.74118970148562,-0.40933329898855797,-0.40933329898855797,-0.40933329898855797,0.6427043268646526,0.6427043268646526,0.6427043268646526,-1.0520376258532105,-1.0520376258532105,-1.0520376258532105,0.0,0.0,0.0,22.331856402497063
59,2014-03-17,22.774865504416805,13.794345854054423,30.812135473934735,22.774865504416805,22.774865504416805,-0.42161989072616757,-0.42161989072616757,-0.42161989072616757,0.5494574238214046,0.5494574238214046,0.5494574238214046,-0.9710773145475722,-0.9710773145475722,-0.9710773145475722,0.0,0.0,0.0,22.35324561369064
60,2014-03-18,22.786090772060533,13.918014343293482,30.627793409057432,22.786090772060533,22.786090772060533,-0.3353324136497567,-0.3353324136497567,-0.3353324136497567,0.6187259806915422,0.6187259806915422,0.6187259806915422,-0.9540583943412989,-0.9540583943412989,-0.9540583943412989,0.0,0.0,0.0,22.450758358410777
61,2014-03-19,22.79731603970426,13.975581491089713,30.58233878401927,22.79731603970426,22.79731603970426,-0.32238864513508214,-0.32238864513508214,-0.32238864513508214,0.6190339828334381,0.6190339828334381,0.6190339828334381,-0.9414226279685202,-0.9414226279685202,-0.9414226279685202,0.0,0.0,0.0,22.47492739456918
62,2014-03-20,22.808541307347987,13.677191145749525,30.680575335634593,22.808541307347987,22.808541307347987,-0.37040767212106845,-0.37040767212106845,-0.37040767212106845,0.5622922683084167,0.5622922683084167,0.5622922683084167,-0.9326999404294851,-0.9326999404294851,-0.9326999404294851,0.0,0.0,0.0,22.43813363522692
